cluster_id,city_name,ds,order_count,centroid_lat,centroid_lon,unique_aois,unique_types,earliest_receipt,latest_receipt,assigned_courier,assignment_dist_km
294,Chongqing,318,7,30.19439261229666,101.74391346460308,3,2,1900-03-18 07:38:00,1900-03-18 14:24:00,c49ebca7fd4cace9205dc332de830ad2,6.212
255,Chongqing,318,113,30.94562991341467,103.61887202230844,58,5,1900-03-18 07:39:00,1900-03-18 12:12:00,8f81e0dc844ba22d0c2bbf2d7ad77f3f,3.8188
253,Chongqing,318,2678,30.10610854449278,101.81155306268896,841,11,1900-03-18 07:42:00,1900-03-19 09:11:00,9ed2659fe73c8f73b26433f3aebd1054,4.1066
272,Chongqing,318,311,30.255337786495428,101.60838102318566,107,8,1900-03-18 07:52:00,1900-03-19 08:31:00,748ad3535b3bd972835d083fa9596941,3.3242
254,Chongqing,318,224,30.127177620737285,101.7201464234831,52,8,1900-03-18 07:53:00,1900-03-18 19:42:00,c5dd174c3c874ae86fa1ae499e4fdf12,1.8992
263,Chongqing,318,159,30.074389375071675,101.87457211420264,40,6,1900-03-18 07:54:00,1900-03-18 17:29:00,fa2106dcf9133e9d57a4d64e45eb7624,0.7167
268,Chongqing,318,238,29.901152296513068,101.77204515863343,74,6,1900-03-18 08:01:00,1900-03-18 15:47:00,e2b635fe3e3fc8733335b3090e4f2009,2.8773
279,Chongqing,318,13,30.096401899633072,101.8160311211362,1,1,1900-03-18 08:04:00,1900-03-18 16:22:00,0d3ef80e1d40c765c094536d664e1d12,3.399
283,Chongqing,318,112,31.07712835204425,104.49799291727517,69,5,1900-03-18 08:06:00,1900-03-18 14:05:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,3.7544
257,Chongqing,318,756,29.99402988237513,101.81134481198612,257,9,1900-03-18 08:07:00,1900-03-18 17:48:00,335acee09ae58fe0373216e57ef5828c,1.5101
258,Chongqing,318,430,30.08810471130624,101.48069653109239,110,7,1900-03-18 08:07:00,1900-03-23 20:34:00,7fbaebc309ff50193ffc64327d15ccd4,2.7275
356,Chongqing,318,1,30.231936190737734,101.9335501061569,1,1,1900-03-18 08:07:00,1900-03-18 08:07:00,ae3ace8ebd10b3d8f66c8e22fe669e9d,4.6951
370,Chongqing,318,1,30.322559596883796,102.51718288801814,1,1,1900-03-18 08:08:00,1900-03-18 08:08:00,1310cb892000bae1878940563d247563,10.4725
339,Chongqing,318,1,30.417793653450854,102.62973273235929,1,1,1900-03-18 08:08:00,1900-03-18 08:08:00,e3607fe2bc3ab1cafba2056c0a792c33,11.4119
320,Chongqing,318,10,30.229591087225447,101.81914066564642,4,2,1900-03-18 08:10:00,1900-03-18 08:19:00,1eb00eb4148c6def2935674f664ec8e5,9.9377
259,Chongqing,318,192,30.047005542264525,101.8444364620828,115,9,1900-03-18 08:12:00,1900-03-19 10:19:00,abdf3b9c81cc6229fa88f4eea94f0d9c,0.9359
355,Chongqing,318,1,30.229494548506743,101.70521826222785,1,1,1900-03-18 08:13:00,1900-03-18 08:13:00,dd1ee18ae3952bd0a314da754ffdcabe,5.4134
291,Chongqing,318,15,29.808362786214737,101.31282576006829,11,2,1900-03-18 08:14:00,1900-03-18 11:43:00,f480b5b9f73916006f932e54a354e3ea,8.8443
290,Chongqing,318,12,29.813229369643153,101.34468290544883,9,3,1900-03-18 08:14:00,1900-03-18 10:24:00,33cc1597c75d15803b4548217ec6a63e,5.9624
262,Chongqing,318,178,30.00268252320641,101.94083966012585,40,4,1900-03-18 08:15:00,1900-03-18 15:33:00,e5e274ef05b2e4d92f8b069cb9f65d0a,2.1949
271,Chongqing,318,49,29.935977010446035,101.45534353582192,11,3,1900-03-18 08:15:00,1900-03-18 08:46:00,7b078de5b811a920311fca540806738c,14.899
269,Chongqing,318,77,29.821320925255183,101.40185280539512,48,4,1900-03-18 08:16:00,1900-03-18 13:36:00,472762b6965db28d26349dd8dba94a64,2.7105
256,Chongqing,318,75,29.97002558779956,101.92306375480608,14,3,1900-03-18 08:16:00,1900-03-18 16:44:00,e58eb9c51ee0bcc9f259ae6734a13100,1.8303
301,Chongqing,318,34,29.938974358989213,101.40394371515053,9,2,1900-03-18 08:16:00,1900-03-18 15:34:00,5935ee2418da69efbd592240706e575b,15.027
298,Chongqing,318,18,30.23886351154232,101.97882241765923,2,2,1900-03-18 08:18:00,1900-03-18 15:46:00,e7b9238f247945cdbf454a946828cb4d,6.879
264,Chongqing,318,58,30.155553291938887,100.59747224447939,35,4,1900-03-18 08:19:00,1900-03-18 11:39:00,c26267cc8d94782f67839a0c2d5d04bc,0.1428
276,Chongqing,318,21,30.09767973262013,101.9525023850296,6,3,1900-03-18 08:19:00,1900-03-18 14:28:00,3bd40f7547dd6402467e851607963d93,5.3073
400,Chongqing,318,2,30.23359512493235,101.98640838933395,1,1,1900-03-18 08:19:00,1900-03-18 15:45:00,a59206e536e1724ae5b76e7c1e212b06,6.9239
427,Chongqing,318,1,31.012414154355,103.23802730151321,1,1,1900-03-18 08:19:00,1900-03-18 08:19:00,55d6b5db3f51eedaaab9b91f7df1bc77,33.2445
274,Chongqing,318,2,30.10527227749905,101.97777454997654,1,1,1900-03-18 08:26:00,1900-03-18 14:28:00,fd6d904c21114eb0c5f44f0089171a8d,6.7369
324,Chongqing,318,2,30.101903547725627,101.96687525020651,2,1,1900-03-18 08:28:00,1900-03-18 08:28:00,97c60d94bc54f0ce34dbbcfad605b4c1,6.0389
357,Chongqing,318,1,30.109195403446982,101.98054180618081,1,1,1900-03-18 08:29:00,1900-03-18 08:29:00,fd6d904c21114eb0c5f44f0089171a8d,6.7913
312,Chongqing,318,17,30.213844027743146,101.5405936480349,10,3,1900-03-18 08:31:00,1900-03-18 13:48:00,3c4d10b8416f1fae87077335d76e9ae7,4.661
379,Chongqing,318,4,29.80134426754723,101.43229300698528,1,1,1900-03-18 08:34:00,1900-03-18 08:34:00,b9f129b82dbfac02c63b3a01afb9d9dd,2.798
367,Chongqing,318,1,29.95374558605447,101.41591822960571,1,1,1900-03-18 08:35:00,1900-03-18 08:35:00,dd4b59ee128ef792efb37b9a4948f5c6,13.1988
359,Chongqing,318,2,30.195256939193243,101.52426922386627,1,1,1900-03-18 08:40:00,1900-03-18 13:48:00,f3db02050eb314f2494ebabe096a177a,7.2111
328,Chongqing,318,2,30.071184286338045,101.56421364475656,2,2,1900-03-18 08:40:00,1900-03-18 08:40:00,ed24c90dfb4b051d177e527cbbae1574,7.289
261,Chongqing,318,19,30.085790589831014,101.56538346590567,7,3,1900-03-18 08:41:00,1900-03-18 14:12:00,96d3824690f88b85e7ebc7635a72e650,6.677
265,Chongqing,318,26,29.852657161579764,101.3796101252784,15,3,1900-03-18 08:42:00,1900-03-18 08:55:00,547c6d0dcb3dc7eefb9b8cd639204eb1,6.6109
387,Chongqing,318,1,30.194888153833936,101.50911941856644,1,1,1900-03-18 08:42:00,1900-03-18 08:42:00,7fb9ae38592139c1bd0b1ef9ce1fe765,8.3425
293,Chongqing,318,12,30.060708038737758,101.61669927076476,10,3,1900-03-18 08:43:00,1900-03-18 16:08:00,0b521ab63109caf07d0b15d14a284c92,4.6188
285,Chongqing,318,10,30.058152796700757,101.54545681323634,2,2,1900-03-18 08:43:00,1900-03-18 14:12:00,4ad0c3854659078bd05d720647118cbd,6.8934
288,Chongqing,318,37,31.086248983352366,104.53800429009519,23,2,1900-03-18 08:45:00,1900-03-18 08:51:00,78e84778ecb69efeceb041cc6199de92,7.6151
277,Chongqing,318,5,30.1489885049828,100.55164582013933,1,1,1900-03-18 08:46:00,1900-03-18 08:46:00,a65116bb6ecc6615addfe8c07fed620b,4.5203
289,Chongqing,318,13,30.143567929637143,101.45405698034506,10,3,1900-03-18 08:48:00,1900-03-18 14:17:00,1d415927e4cade36ad0fc1a4d35036a1,6.0554
397,Chongqing,318,1,29.917456088448567,101.44279382186184,1,1,1900-03-18 08:49:00,1900-03-18 08:49:00,b9f129b82dbfac02c63b3a01afb9d9dd,13.9194
275,Chongqing,318,151,29.876893442137337,100.86822239295232,101,8,1900-03-18 08:50:00,1900-03-18 11:05:00,0c24b65ddc42c4b195327b9c074fb561,4.1589
278,Chongqing,318,31,29.881991600758322,100.91267608531685,8,4,1900-03-18 08:50:00,1900-03-18 11:54:00,0a6979adf40c4b6b1946beb136e66277,8.2972
281,Chongqing,318,8,30.15531754180161,101.71093172387098,5,2,1900-03-18 08:50:00,1900-03-18 14:36:00,dab50f701c56bbd2d91f58d3d1538bee,4.5196
310,Chongqing,318,7,30.109865705372865,101.45284449639585,3,2,1900-03-18 08:50:00,1900-03-18 14:12:00,f4042903c1b6e362951150d17040cd10,4.5133
380,Chongqing,318,1,29.906882712375406,100.99867502879654,1,1,1900-03-18 08:50:00,1900-03-18 08:50:00,3e28dc3085daa62cd478db287cf0f504,16.7037
270,Chongqing,318,5,30.146804102573167,100.90210885629135,5,2,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,29.2649
316,Chongqing,318,4,30.09665478402731,100.54947555334016,3,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,8.1479
364,Chongqing,318,2,30.112034888880707,100.44672179596216,2,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,15.3731
335,Chongqing,318,2,30.133911102325584,100.8317172378039,2,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,22.6209
421,Chongqing,318,1,30.098009356424736,100.821600149121,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,22.4803
420,Chongqing,318,1,30.122261547213636,100.68118587963997,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,8.8963
416,Chongqing,318,1,30.182934706020653,100.9721388866348,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,07eea1bcfc4c836533e37f9e84badff0,35.701
408,Chongqing,318,1,30.10621055996539,100.75404958033657,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,16.0311
407,Chongqing,318,1,30.146154770843527,100.87843590188231,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,27.0124
390,Chongqing,318,1,30.145377550125858,100.6675340823654,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,6.8093
386,Chongqing,318,1,30.082799954767644,100.74184413563816,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,16.1195
363,Chongqing,318,1,30.091588580664865,100.84183432648679,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,3dd5617712f7d2d51de0d2d554af30d3,22.7296
358,Chongqing,318,1,30.21380152400279,100.51060482785711,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,10.5015
341,Chongqing,318,1,30.201794276145527,100.65042874934791,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,7.1025
325,Chongqing,318,1,30.09488780354981,100.47792906659677,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,a65116bb6ecc6615addfe8c07fed620b,13.4286
309,Chongqing,318,1,30.092170778372303,100.58156465628522,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,7.3595
280,Chongqing,318,1,30.219769888190562,100.90997524326146,1,1,1900-03-18 08:52:00,1900-03-18 08:52:00,b5191b11cbac56928a479bf53c69a14d,30.7951
422,Chongqing,318,1,29.87129998630326,100.79819285130756,1,1,1900-03-18 08:53:00,1900-03-18 08:53:00,653211ab6c507f0fddbe945d9d71f738,3.2819
361,Chongqing,318,1,29.862611951536767,100.82937798389256,1,1,1900-03-18 08:53:00,1900-03-18 08:53:00,d3792781822fd5c7e3ac724cbdc834ec,2.7798
365,Chongqing,318,4,30.148923745869077,101.68678095655736,3,2,1900-03-18 08:56:00,1900-03-18 14:36:00,f5219e940e3b5fde46a26eb61bc2f13a,4.1662
414,Chongqing,318,1,29.89754355634222,100.85001064615177,1,1,1900-03-18 08:57:00,1900-03-18 08:57:00,3e28dc3085daa62cd478db287cf0f504,2.4959
396,Chongqing,318,5,31.13098650348254,104.53015441691348,2,1,1900-03-18 08:58:00,1900-03-18 08:58:00,782d5f83d053f8cc5576dd78a6e77b6f,8.9743
424,Chongqing,318,1,31.12184799431719,104.49326947448263,1,1,1900-03-18 08:58:00,1900-03-18 08:58:00,66155b034db59b9f12a61631b954ddae,5.8431
323,Chongqing,318,3,31.146301554544596,104.59162636922493,3,1,1900-03-18 08:59:00,1900-03-18 08:59:00,782d5f83d053f8cc5576dd78a6e77b6f,14.7427
297,Chongqing,318,9,30.183692806874078,101.32845817485011,6,3,1900-03-18 09:00:00,1900-03-18 09:01:00,25bf57c4105131581cce860297a17cc3,15.4765
260,Chongqing,318,164,30.0596561084023,101.32985170208015,87,8,1900-03-18 09:01:00,1900-03-19 13:08:00,49d53f6839696411b4596c5e7b93821c,2.6188
306,Chongqing,318,5,31.082977287649577,104.40128735412175,4,2,1900-03-18 09:01:00,1900-03-18 09:01:00,bf78244890b8153d54e3905eb5e6ce95,5.4713
307,Chongqing,318,4,31.075069359193424,104.34344653390698,2,2,1900-03-18 09:01:00,1900-03-18 09:01:00,66155b034db59b9f12a61631b954ddae,10.9638
417,Chongqing,318,1,31.085320926024593,104.38877788020831,1,1,1900-03-18 09:01:00,1900-03-18 09:01:00,66155b034db59b9f12a61631b954ddae,6.6821
413,Chongqing,318,1,31.05437697696251,104.24697629295022,1,1,1900-03-18 09:01:00,1900-03-18 09:01:00,bf78244890b8153d54e3905eb5e6ce95,20.3239
410,Chongqing,318,1,29.817470164263156,100.88557911256437,1,1,1900-03-18 09:03:00,1900-03-18 09:03:00,d3792781822fd5c7e3ac724cbdc834ec,9.6308
329,Chongqing,318,6,29.83178611821671,100.94530511069462,1,1,1900-03-18 09:04:00,1900-03-18 09:05:00,d3792781822fd5c7e3ac724cbdc834ec,12.9965
321,Chongqing,318,1,29.861373243474166,100.86556631569489,1,1,1900-03-18 09:05:00,1900-03-18 09:05:00,3e28dc3085daa62cd478db287cf0f504,4.7331
305,Chongqing,318,17,29.9700739645763,101.3455044730686,14,4,1900-03-18 09:08:00,1900-03-19 14:21:00,1e888016a3c7d924151901c9346006f0,9.1351
372,Chongqing,318,4,29.587037380232555,100.90191330351958,3,1,1900-03-18 09:08:00,1900-03-18 09:09:00,55bd93448004b9a881184d733cfbefce,34.1893
350,Chongqing,318,1,29.593629884905873,100.96427249966472,1,1,1900-03-18 09:09:00,1900-03-18 09:09:00,55bd93448004b9a881184d733cfbefce,35.2707
346,Chongqing,318,1,29.641180033365263,100.92715436977771,1,1,1900-03-18 09:09:00,1900-03-18 09:09:00,55bd93448004b9a881184d733cfbefce,29.0532
300,Chongqing,318,6,30.276956645028704,101.65943185601736,6,3,1900-03-18 09:13:00,1900-03-18 14:00:00,761fec813293852e9e9bbe3f02a2f17f,8.7812
287,Chongqing,318,3,30.293611771573257,101.68595323947936,2,1,1900-03-18 09:13:00,1900-03-18 19:50:00,2b199a10d82a27817aa7e7b8ac0639e4,11.9054
377,Chongqing,318,1,30.261035456078588,101.6674212321521,1,1,1900-03-18 09:13:00,1900-03-18 09:13:00,d23f1795aee49b0cea9e7ce206317f71,8.4277
344,Chongqing,318,1,31.101193912956244,104.46933086347798,1,1,1900-03-18 09:13:00,1900-03-18 09:13:00,66155b034db59b9f12a61631b954ddae,2.7212
347,Chongqing,318,3,30.032399010880052,101.34373834866443,3,1,1900-03-18 09:16:00,1900-03-18 09:16:00,9aefc243410b96a7ef73905090485bb1,3.7387
343,Chongqing,318,1,31.11065090661421,104.45873411705298,1,1,1900-03-18 09:16:00,1900-03-18 09:16:00,66155b034db59b9f12a61631b954ddae,3.5697
313,Chongqing,318,1,30.018503565151207,101.32741030716741,1,1,1900-03-18 09:17:00,1900-03-18 09:17:00,9aefc243410b96a7ef73905090485bb1,3.5425
299,Chongqing,318,8,30.165799375999033,101.562855844379,5,2,1900-03-18 09:20:00,1900-03-18 14:15:00,5e5c9943d3b92a0e2700f801fb7846db,8.4213
405,Chongqing,318,1,29.803442748795828,101.10179406399355,1,1,1900-03-18 09:21:00,1900-03-18 09:21:00,3e28dc3085daa62cd478db287cf0f504,28.1187
401,Chongqing,318,1,29.698485512122662,101.04116532539483,1,1,1900-03-18 09:21:00,1900-03-18 09:21:00,3e28dc3085daa62cd478db287cf0f504,29.4893
385,Chongqing,318,1,29.65013602281472,100.90970958666581,1,1,1900-03-18 09:21:00,1900-03-18 09:21:00,3e28dc3085daa62cd478db287cf0f504,27.5823
331,Chongqing,318,1,29.766700508557804,101.21797454847477,1,1,1900-03-18 09:21:00,1900-03-18 09:21:00,33cc1597c75d15803b4548217ec6a63e,18.2244
330,Chongqing,318,1,29.92095158468843,100.7731030617219,1,1,1900-03-18 09:21:00,1900-03-18 09:21:00,385230b64c812324fbb93ea8a412dfff,6.3611
345,Chongqing,318,7,29.767221145549776,101.44506455323862,3,2,1900-03-18 09:22:00,1900-03-18 09:24:00,9e2c8b9c5b38adc0d44848690ccb19eb,5.1805
423,Chongqing,318,1,31.063873651985922,104.48329259344739,1,1,1900-03-18 09:24:00,1900-03-18 09:24:00,9b2a3556aa14eb6b813531810d8fe7f4,2.8595
295,Chongqing,318,2,30.18461612752391,101.57244899922054,1,1,1900-03-18 09:25:00,1900-03-18 14:15:00,7bda80566cdc50492c553b56f072689c,6.2249
326,Chongqing,318,1,29.721746432657817,101.40236974322944,1,1,1900-03-18 09:25:00,1900-03-18 09:25:00,408ebe95c02200b773575d25e368677a,8.3608
318,Chongqing,318,1,29.91389644745245,101.11066404254703,1,1,1900-03-18 09:28:00,1900-03-18 09:28:00,c248d6f6713d46a54aec8fbe384f6385,23.9674
337,Chongqing,318,6,30.109420618737094,101.57171598379934,5,2,1900-03-18 09:29:00,1900-03-18 14:16:00,802857a3cf908ba8ca082fb2ec6df75e,6.9009
284,Chongqing,318,30,29.916208575863035,100.83406583889177,2,2,1900-03-18 09:32:00,1900-03-18 09:37:00,07eea1bcfc4c836533e37f9e84badff0,3.2596
374,Chongqing,318,3,30.13218871646423,101.57129782063959,3,1,1900-03-18 09:33:00,1900-03-18 14:16:00,ed24c90dfb4b051d177e527cbbae1574,7.4343
419,Chongqing,318,1,30.130264971013126,101.56145376790215,1,1,1900-03-18 09:33:00,1900-03-18 09:33:00,ed24c90dfb4b051d177e527cbbae1574,6.4813
369,Chongqing,318,1,30.139994056465643,101.5557273923967,1,1,1900-03-18 09:33:00,1900-03-18 09:33:00,9f0e8526b7649da3d098d7bcfb833fa4,6.5406
336,Chongqing,318,1,30.113822718078644,101.57876572271621,1,1,1900-03-18 09:34:00,1900-03-18 09:34:00,ed24c90dfb4b051d177e527cbbae1574,7.6135
314,Chongqing,318,29,30.04697420111129,101.44414805979464,14,2,1900-03-18 09:40:00,1900-03-18 14:24:00,4fd65b7efc4d50122969f278823e9449,2.529
418,Chongqing,318,1,30.06089672324304,101.41665616459353,1,1,1900-03-18 09:51:00,1900-03-18 09:51:00,194aacf289e73a1c90753432c2d3d7fe,2.917
317,Chongqing,318,1,30.09506570989931,101.99676161721293,1,1,1900-03-18 09:59:00,1900-03-18 09:59:00,97c60d94bc54f0ce34dbbcfad605b4c1,8.8871
338,Chongqing,318,3,29.947931659677113,101.31619861491924,3,2,1900-03-18 10:01:00,1900-03-18 12:51:00,4179cfe2a8a9ef769949557ab5a40abc,10.8792
398,Chongqing,318,1,29.945814749005727,101.29131052756361,1,1,1900-03-18 10:01:00,1900-03-18 10:01:00,689b9516dc780bb7ad48502ed4927524,11.1993
304,Chongqing,318,2,30.045405411645604,101.23955914686832,2,1,1900-03-18 10:02:00,1900-03-18 10:04:00,56a863ad5b2882b5529bc774d5ed5b40,6.5666
282,Chongqing,318,2,30.00252696628725,101.236732855865,2,1,1900-03-18 10:02:00,1900-03-18 10:04:00,c248d6f6713d46a54aec8fbe384f6385,8.3403
384,Chongqing,318,1,30.020667050177682,101.2975977336598,1,1,1900-03-18 10:02:00,1900-03-18 10:02:00,689b9516dc780bb7ad48502ed4927524,2.9337
406,Chongqing,318,2,29.997217525502165,101.28566532490684,1,1,1900-03-18 10:03:00,1900-03-18 17:08:00,689b9516dc780bb7ad48502ed4927524,5.7794
302,Chongqing,318,2,30.012344678308942,101.17769805683994,1,1,1900-03-18 10:04:00,1900-03-18 10:04:00,56a863ad5b2882b5529bc774d5ed5b40,13.0567
362,Chongqing,318,2,30.008115488172084,101.1536930316864,2,1,1900-03-18 10:04:00,1900-03-18 10:04:00,c248d6f6713d46a54aec8fbe384f6385,15.4016
371,Chongqing,318,3,30.272485173262623,101.4361573265381,2,2,1900-03-18 10:05:00,1900-03-18 10:42:00,1cd719df04a17730f63324fc5fd9a5db,14.0944
327,Chongqing,318,7,30.232879537026434,101.59525119034397,4,2,1900-03-18 10:48:00,1900-03-18 14:00:00,56c4b6ad51b93d5db4180d0d5b21540f,1.8319
376,Chongqing,318,1,29.87656191757014,101.14803307032989,1,1,1900-03-18 11:16:00,1900-03-18 11:16:00,4179cfe2a8a9ef769949557ab5a40abc,24.2838
383,Chongqing,318,1,29.592494758904728,101.2595645643879,1,1,1900-03-18 11:39:00,1900-03-18 11:39:00,9e2c8b9c5b38adc0d44848690ccb19eb,26.655
311,Chongqing,318,1,29.58661176620043,101.27466271423859,1,1,1900-03-18 11:39:00,1900-03-18 11:39:00,9e2c8b9c5b38adc0d44848690ccb19eb,26.4988
303,Chongqing,318,5,29.929735107445953,101.22527420137422,5,2,1900-03-18 13:23:00,1900-03-18 13:24:00,4179cfe2a8a9ef769949557ab5a40abc,15.1274
404,Chongqing,318,1,29.93473494989127,101.24313813155919,1,1,1900-03-18 13:23:00,1900-03-18 13:23:00,689b9516dc780bb7ad48502ed4927524,13.805
267,Chongqing,318,3,30.32100162013351,101.83827777966367,2,2,1900-03-18 13:25:00,1900-03-18 15:27:00,61d9c01cccf13b132a3ebecfc71072dc,17.3155
392,Chongqing,318,1,30.29057642539429,101.61197279716784,1,1,1900-03-18 13:26:00,1900-03-18 13:26:00,2b199a10d82a27817aa7e7b8ac0639e4,6.4393
381,Chongqing,318,1,30.238320795032898,101.76428257865241,1,1,1900-03-18 13:26:00,1900-03-18 13:26:00,de8ef84e9a5a83230db1e9f78a823c93,9.9703
378,Chongqing,318,1,30.19230269099021,101.5013858598942,1,1,1900-03-18 13:48:00,1900-03-18 13:48:00,7fb9ae38592139c1bd0b1ef9ce1fe765,9.1103
389,Chongqing,318,2,30.091778604736856,101.89311126882477,1,1,1900-03-18 13:59:00,1900-03-18 13:59:00,085dbb7ca3ea7c35001398f1c1792ee9,3.3464
415,Chongqing,318,1,29.886822099651713,101.27686176050223,1,1,1900-03-18 14:01:00,1900-03-18 14:01:00,33cc1597c75d15803b4548217ec6a63e,15.7856
382,Chongqing,318,1,30.07018202921835,101.90118427759144,1,1,1900-03-18 14:01:00,1900-03-18 14:01:00,f42163426765bd5608c5cb653b4a204c,3.1274
388,Chongqing,318,1,30.133534738366187,101.67663066079997,1,1,1900-03-18 14:11:00,1900-03-18 14:11:00,736c911f8e157e3f6ea7acd880d010d6,5.8342
308,Chongqing,318,1,30.07937230382503,101.5191258170012,1,1,1900-03-18 14:12:00,1900-03-18 14:12:00,10e41b3d8d8cfa8589af76acdbd0db0a,3.4969
425,Chongqing,318,1,30.148405550380648,101.54793479892541,1,1,1900-03-18 14:14:00,1900-03-18 14:14:00,9f0e8526b7649da3d098d7bcfb833fa4,6.5738
375,Chongqing,318,3,30.209979822955194,101.71485569316867,1,1,1900-03-18 14:18:00,1900-03-18 14:20:00,a7b7d763a685429818fdfdf5767361d0,4.2825
353,Chongqing,318,1,30.107076062707737,101.5295602177289,1,1,1900-03-18 14:20:00,1900-03-18 14:20:00,802857a3cf908ba8ca082fb2ec6df75e,2.8382
426,Chongqing,318,1,30.04364858791949,101.46414966040912,1,1,1900-03-18 14:23:00,1900-03-18 14:23:00,dd4b59ee128ef792efb37b9a4948f5c6,3.4175
351,Chongqing,318,1,30.131697487517712,101.98061559967961,1,1,1900-03-18 14:23:00,1900-03-18 14:23:00,fd6d904c21114eb0c5f44f0089171a8d,6.2543
